Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0002768,immune response-regulating cell surface receptor signaling pathway,130/2667,305/16344,4.2591970940384e-28,3.4482286915805387e-25,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/CD24/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/FCGR1BP/IGHV4-28/IGHV6-1/IGHV3-66/VTCN1/IGLC1/IGHV3-74/IGHV3-30/THY1/CR2/MS4A2/IGHV1-3/IGHM/CD19/IGHV3-48/CD79A/STAP1/IGHV3-15/PLPP4/MS4A1/IGHG2/LGALS3/FCN1/THEMIS/PAK3/TRAT1/FFAR2/CLEC4E/UBASH3A/CD8B/MYO1G/CD28/BCL2/CACNB3/CARD11/FPR2/CCR7/LAX1/BANK1/BTN2A2/LCK/TRBC2/SRC/SLA2/CD8A/TRBC1/C5AR1/FPR1/MAPK10/KLHL6/BTNL9/MNDA/PRKCQ/MICB/ZAP70/PRKCE/CLEC7A/SYK/TNFRSF21/PTPN22/FGR/ITK/PIGR/HLA-DRB1/PLCG1/BAX/FYB1/PDE4D/PTPRC/IKBKG/HLA-A/LAT2/DGKZ/HLA-DPB1/PIK3CD/INPP5D/GBP1/PRKCD/LCP2/LIMK1/FCGR3A/RIPK2/HCK/LPXN/PTPN6/MAP3K1/BCAR1/EZR/CSK/BTN2A1
Up-regulated,GO:0006910,"phagocytosis, recognition",61/2667,89/16344,4.626166280839227e-28,3.4482286915805387e-25,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/PTX3/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/IGHV1-3/IGHM/IGHV3-48/IGHV3-15/IGHG2/FCN1/CRP/PLA2G5/TRBC2/TRBC1/MFGE8/CLEC7A/SPON2/PEAR1
Up-regulated,GO:0042113,B cell activation,128/2667,300/16344,9.859456687000012e-28,6.53243780273123e-25,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/POU2AF1/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/TNFRSF13B/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/MZB1/IGHV3-11/IGHV3-53/FOXJ1/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/IGHV3-74/IGHV3-30/CXCR5/CR2/FCRL1/TNFRSF13C/IGHV1-3/EXO1/IGHM/LEF1/CD19/CD40LG/IGHV3-48/CD79A/IGHV3-15/MS4A1/IGHG2/CLCF1/SLAMF8/RASGRP1/IL7R/CDKN1A/CD27/JAK3/TBC1D10C/IL4I1/CD28/BCL2/CARD11/LAX1/ITGA4/EPHB2/BANK1/TRBC2/MMP14/GAPT/TRBC1/EZH2/TFRC/MNDA/ZAP70/FLT3/IKZF3/ATAD5/SYK/TGFB1/TNFRSF21/SASH3/LRRC8A/DOCK11/BAX/ITM2A/LYL1/LFNG/PTPRC/BAK1/TNFSF13B/DOCK10/SPI1/CD74/LAT2/IL7/TP53BP1/DLL1/KLF6/SWAP70/PIK3CD/INPP5D/CMTM7/PRKCD/MSH2/TNFAIP3/PRKDC/SKAP2/TXLNA/PTPN6/ITGB1/CASP8/AKAP17A/MFNG/MLH1
Up-regulated,GO:0002429,immune response-activating cell surface receptor signaling pathway,121/2667,277/16344,2.1087042831869102e-27,1.143109421876686e-24,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/VTCN1/IGLC1/IGHV3-74/IGHV3-30/THY1/CR2/IGHV1-3/IGHM/CD19/IGHV3-48/CD79A/STAP1/IGHV3-15/PLPP4/MS4A1/IGHG2/LGALS3/FCN1/THEMIS/PAK3/TRAT1/FFAR2/UBASH3A/CD8B/MYO1G/CD28/BCL2/CACNB3/CARD11/FPR2/CCR7/LAX1/BANK1/BTN2A2/LCK/TRBC2/SRC/SLA2/CD8A/TRBC1/C5AR1/FPR1/KLHL6/BTNL9/MNDA/MICB/ZAP70/PRKCE/CLEC7A/SYK/TNFRSF21/PTPN22/FGR/ITK/HLA-DRB1/PLCG1/BAX/FYB1/PDE4D/PTPRC/IKBKG/HLA-A/LAT2/DGKZ/HLA-DPB1/PIK3CD/INPP5D/GBP1/PRKCD/LCP2/LIMK1/RIPK2/HCK/LPXN/PTPN6/BCAR1/EZR/CSK/BTN2A1
Up-regulated,GO:0002757,immune response-activating signal transduction,121/2667,277/16344,2.1087042831869102e-27,1.143109421876686e-24,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/VTCN1/IGLC1/IGHV3-74/IGHV3-30/THY1/CR2/IGHV1-3/IGHM/CD19/IGHV3-48/CD79A/STAP1/IGHV3-15/PLPP4/MS4A1/IGHG2/LGALS3/FCN1/THEMIS/PAK3/TRAT1/FFAR2/UBASH3A/CD8B/MYO1G/CD28/BCL2/CACNB3/CARD11/FPR2/CCR7/LAX1/BANK1/BTN2A2/LCK/TRBC2/SRC/SLA2/CD8A/TRBC1/C5AR1/FPR1/KLHL6/BTNL9/MNDA/MICB/ZAP70/PRKCE/CLEC7A/SYK/TNFRSF21/PTPN22/FGR/ITK/HLA-DRB1/PLCG1/BAX/FYB1/PDE4D/PTPRC/IKBKG/HLA-A/LAT2/DGKZ/HLA-DPB1/PIK3CD/INPP5D/GBP1/PRKCD/LCP2/LIMK1/RIPK2/HCK/LPXN/PTPN6/BCAR1/EZR/CSK/BTN2A1
Up-regulated,GO:0099024,plasma membrane invagination,72/2667,124/16344,3.775190043707116e-26,1.8209020320122092e-23,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/FCGR1A/IGHV1-3/ITGA2/GSN/IGHM/F2RL1/IGHV3-48/STAP1/IGHV3-15/IGHG2/GATA2/AURKB/GULP1/THBS1/SH3BP1/TRBC2/TRBC1/ABCA7/MFGE8/CLEC7A/RAC2/ITGAM/ITGB2/MYH9/ARHGAP25/CDC42
Up-regulated,GO:0050851,antigen receptor-mediated signaling pathway,104/2667,225/16344,3.9697679718528795e-26,1.8209020320122092e-23,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/VTCN1/IGLC1/IGHV3-74/IGHV3-30/THY1/IGHV1-3/IGHM/CD19/IGHV3-48/CD79A/STAP1/IGHV3-15/MS4A1/IGHG2/LGALS3/THEMIS/TRAT1/UBASH3A/CD8B/CD28/BCL2/CACNB3/CARD11/CCR7/LAX1/BANK1/BTN2A2/LCK/TRBC2/SLA2/CD8A/TRBC1/KLHL6/BTNL9/MNDA/ZAP70/SYK/TNFRSF21/PTPN22/ITK/HLA-DRB1/PLCG1/BAX/FYB1/PDE4D/PTPRC/IKBKG/HLA-A/LAT2/DGKZ/HLA-DPB1/PIK3CD/INPP5D/GBP1/LCP2/RIPK2/LPXN/PTPN6/BCAR1/EZR/CSK/BTN2A1
Up-regulated,GO:0051249,regulation of lymphocyte activation,174/2667,499/16344,7.864277324736212e-25,3.3496204062430025e-22,LEP/IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/CCL19/IGHA1/IGHV5-51/IGHA2/IGHV3-33/TNFRSF13B/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/MZB1/IGHV3-11/IGHV3-53/FOXJ1/IGKC/IGHG3/IGHV3-13/IGHV2-5/CD24/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/VTCN1/IGLC1/IGHV3-74/IGHV3-30/THY1/CD5/TNFRSF13C/CCL21/IGHV1-3/IGHM/LEF1/CD19/CD40LG/ICOS/IGHV3-48/IGHV3-15/IGHG2/CLCF1/LGALS3/SOX4/SLAMF8/EPO/RASGRP1/IL7R/CDKN1A/HLA-DOB/CTSG/CD2/FANCD2/SIT1/CD27/IRF4/JAK3/SLAMF1/RUNX1/TBC1D10C/IL1B/TNFSF14/CCR2/CD6/CD3E/GLI2/RIPK3/IL4I1/CCL2/CCDC88B/CD28/BCL2/SLC7A1/CARD11/CCR7/LAX1/EPHB2/SPN/BANK1/BTN2A2/LCK/SIRPB1/TRBC2/SRC/MMP14/LAT/SOCS1/CORO1A/TRBC1/RIPOR2/DOCK8/PRDM1/GAS6/TFRC/MNDA/RASAL3/VSIR/PRKCQ/CCL5/ZAP70/IKZF3/PYCARD/ATAD5/CLEC7A/SYK/RAC2/RUNX3/MDK/TGFB1/TNFRSF21/PTPN22/CGAS/PDE5A/FGR/IL12RB1/HLA-DQA1/SASH3/CD83/ADAM8/IL18/HLA-DRB1/LGALS9/ANXA1/PTPRC/LRRC32/PAG1/TNFSF13B/HLA-A/CD74/IL7/TP53BP1/HLA-DPB1/HLA-DMA/HLA-DMB/HLA-DPA1/INPP5D/NCK2/FCGR3A/MSH2/TNFAIP3/PRKDC/SIRPA/RIPK2/PTPN6/ZMIZ1/CSK/TWSG1/PTPN11/MLH1/AP1G1
Up-regulated,GO:0050871,positive regulation of B cell activation,74/2667,136/16344,1.9990253535720994e-24,7.94679212223362e-22,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/IGHV3-74/IGHV3-30/TNFRSF13C/IGHV1-3/IGHM/IGHV3-48/IGHV3-15/IGHG2/CLCF1/CDKN1A/CD27/CD28/BCL2/CARD11/EPHB2/TRBC2/MMP14/TRBC1/TFRC/ATAD5/SYK/TGFB1/SASH3/PTPRC/TNFSF13B/CD74/IL7/TP53BP1/INPP5D/MSH2/MLH1
Up-regulated,GO:0010324,membrane invagination,72/2667,131/16344,3.722052511246517e-24,1.3871624452851863e-21,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/FCGR1A/IGHV1-3/ITGA2/GSN/IGHM/F2RL1/IGHV3-48/STAP1/IGHV3-15/IGHG2/GATA2/AURKB/GULP1/THBS1/SH3BP1/TRBC2/TRBC1/ABCA7/MFGE8/CLEC7A/RAC2/ITGAM/ITGB2/MYH9/ARHGAP25/CDC42
Up-regulated,GO:0002253,activation of immune response,137/2667,361/16344,1.1750732512759181e-23,4.1217422337401765e-21,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/VTCN1/IGLC1/TREM2/IGHV3-74/IGHV3-30/ZBP1/THY1/CR2/IGHV1-3/IGHM/CD19/IGHV3-48/CD79A/STAP1/IGHV3-15/PLPP4/MS4A1/IGHG2/C7/LGALS3/FCN1/RGCC/CRP/MFAP4/THEMIS/PAK3/TRAT1/FFAR2/IL1B/UBASH3A/CD8B/MYO1G/CD28/BCL2/CACNB3/CARD11/FPR2/CCR7/LAX1/BANK1/BTN2A2/LCK/TRBC2/SRC/SLA2/CD8A/TRBC1/C5AR1/FPR1/KLHL6/BTNL9/MNDA/MICB/ZAP70/PRKCE/PYCARD/CLEC7A/SYK/TNFRSF21/PTPN22/CGAS/FGR/ITK/IFI16/STING1/HLA-DRB1/PLCG1/BAX/FYB1/PDE4D/PTPRC/IKBKG/HLA-A/LAT2/DGKZ/HLA-DPB1/PIK3CD/INPP5D/GBP1/PRKCD/LCP2/ZNFX1/LIMK1/CD59/PRKDC/RIPK2/HCK/LPXN/TRIM5/PTPN6/BCAR1/EZR/CSK/C8G/BTN2A1
Up-regulated,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,133/2667,346/16344,1.3446497340662652e-23,4.454525757909522e-21,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/CCL19/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/FOXJ1/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/SLC22A13/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/CR2/IL1RL1/FCGR1A/IGHV1-3/EXO1/IGHM/LEF1/CD19/CD40LG/IGHV3-48/IGHV3-15/IGHG2/C7/CLCF1/CRP/IL7R/IL21R/HLA-DOB/JAG1/CD27/IRF4/JAK3/SLAMF1/IL1B/CCR2/MYO1G/RIPK3/IL4I1/CD28/TNF/EPHB2/SPN/LY9/TRBC2/SLA2/GAPT/CD8A/TRBC1/KLHL6/TFRC/PRKCQ/CRACR2A/ATAD5/CLEC7A/TGFB1/SEMA4A/ENTPD7/IL12RB1/HLA-DQA1/SASH3/UNC13D/SLAMF6/WAS/IL18/HLA-DRB1/ANXA1/TLR8/RELB/STAT3/CSF2RB/PTPRC/ICAM1/TNFSF13B/NFKB2/HLA-A/CD74/TP53BP1/HLA-DPB1/SWAP70/HLA-DMA/HLA-DMB/HLA-DPA1/INPP5D/PRKCD/FCGR3A/MSH2/TNFAIP3/RIPK2/PTPN6/MR1/MTOR/C8G/STX7/MLH1
Up-regulated,GO:0050864,regulation of B cell activation,87/2667,183/16344,4.177195435763679e-23,1.3109798096557274e-20,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/TNFRSF13B/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/MZB1/IGHV3-11/IGHV3-53/FOXJ1/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/IGHV3-74/IGHV3-30/TNFRSF13C/IGHV1-3/IGHM/CD19/IGHV3-48/IGHV3-15/IGHG2/CLCF1/SLAMF8/CDKN1A/CD27/TBC1D10C/IL4I1/CD28/BCL2/CARD11/EPHB2/BANK1/TRBC2/MMP14/TRBC1/TFRC/MNDA/IKZF3/ATAD5/SYK/TGFB1/TNFRSF21/SASH3/PTPRC/TNFSF13B/CD74/IL7/TP53BP1/INPP5D/MSH2/TNFAIP3/PTPN6/MLH1
Up-regulated,GO:0008037,cell recognition,93/2667,204/16344,5.832319354638636e-23,1.738906015585509e-20,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/CCL19/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/PCDHA7/IGHV3-53/PTX3/IGKC/FOLR3/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/CD5/FUT3/CCL21/IGHV1-3/IGHM/CNR1/EPHA3/VCAN/IGHV3-48/IGHV3-15/IGHG2/LGALS3/FCN1/CRP/CXCR4/SPA17/CD6/CCR7/EPHB2/PLA2G5/TRBC2/EPHB3/TRBC1/DOCK8/EMB/MSN/MFGE8/CLEC7A/TNFRSF21/SPON2/NEXN/PALLD/ROBO1/PECAM1/NDN/CDK5R1/BSG/PEAR1/DOCK2/NCK2/ALDOA/EXT1/YWHAZ
Up-regulated,GO:0006959,humoral immune response,107/2667,255/16344,1.110344038672128e-22,3.152848334572333e-20,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/POU2AF1/CXCL1/IGHV4-61/CXCL8/CXCL6/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGKV3-20/IGHG1/IGHV1-24/WFDC2/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/FOXJ1/PF4V1/CXCL5/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/JCHAIN/CR2/PF4/IGHV1-3/EXO1/IGHM/CXCL10/CXCL9/IGHV3-48/IGHV3-15/PPBP/MS4A1/IGHG2/C7/PAX5/FCN1/RGCC/CRP/MFAP4/CTSG/IL1B/S100A9/CCR2/CXCL11/LYZ/CCL2/CD28/BCL2/CCR7/TNF/TRBC2/TRBC1/ALOX5/H2BC10/LTF/TNFRSF21/SPON2/CD83/HLA-DRB1/PTPRC/SPNS2/GPI/HLA-A/DEFB1/IL7/LEAP2/CD59/H2BC12/PTPN6/TFE3/C8G/GAPDH
Up-regulated,GO:0002455,humoral immune response mediated by circulating immunoglobulin,62/2667,108/16344,2.4289856140090864e-22,6.583655098334629e-20,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/FOXJ1/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/CR2/IGHV1-3/EXO1/IGHM/IGHV3-48/IGHV3-15/IGHG2/C7/CRP/TNF/TRBC2/TRBC1/PTPRC/PTPN6/C8G
Up-regulated,GO:0019724,B cell mediated immunity,91/2667,202/16344,4.763604849938069e-22,1.2350163356600306e-19,IGHV1-58/IGHV1-69-2/IGHV2-70D/IGHV1-69/IGHV4-39/IGHV4-61/IGHV1-69D/IGHD/IGHV2-70/IGHA1/IGHV5-51/IGHA2/IGHV3-33/IGHG1/IGHV1-24/IGHV1-18/IGHV3-64/IGHV3-20/IGLC2/IGHV2-26/IGHV3-43/IGHV3-11/IGHV3-53/FOXJ1/IGKC/IGHG3/IGHV3-13/IGHV2-5/IGHV3-72/IGLC7/IGLL5/IGHV4-4/IGHV3-21/IGHV3-7/IGHV3-73/IGHV3-49/IGHV3-23/IGHV4-34/IGHV4-59/IGLC3/IGHV4-28/IGHV6-1/IGHV3-66/IGLC1/TREM2/IGHV3-74/IGHV3-30/CR2/FCGR1A/IGHV1-3/EXO1/IGHM/CD19/CD40LG/IGHV3-48/IGHV3-15/IGHG2/C7/CLCF1/CRP/IL21R/HLA-DOB/CD27/CD28/TNF/TRBC2/SLA2/GAPT/TRBC1/TFRC/ATAD5/TGFB1/HLA-DQA1/HLA-DRB1/TLR8/CSF2RB/PTPRC/CD74/TP53BP1/HLA-DPB1/SWAP70/HLA-DMA/HLA-DMB/HLA-DPA1/INPP5D/PRKCD/FCGR3A/MSH2/PTPN6/C8G/MLH1
Up-regulated,GO:0030198,extracellular matrix organization,115/2667,289/16344,5.391090314676893e-22,1.326860564376475e-19,FAP/MMP7/COL10A1/ADAMTS16/PTX3/COMP/MMP9/COL11A1/COL22A1/COL4A3/LOXL4/SPINT1/LOXL1/TPSAB1/SMOC2/SOX9/PAPLN/COL15A1/COL5A3/AEBP1/SPINT2/PDPN/LUM/FERMT1/DPT/MMP24/ADAMTS3/ADTRP/COL4A4/NPNT/COL1A1/RGCC/MMP25/MFAP4/FBLN5/ADAMTS4/ADAMTSL2/COL8A2/FOXC1/CTSG/TGFB2/COL1A2/MMP2/COL5A1/COL16A1/HAS2/SULF2/ELF3/RUNX1/CCDC80/PDGFRA/ADAMTS10/FBLN1/MMP16/ITGA8/CCN1/CTSK/CRISPLD2/MMP23B/SPOCK2/OLFML2B/MMP28/SMPD3/TLL1/COL4A5/ANTXR1/COL4A1/ADAMTS12/COL14A1/TNF/COL4A2/FLRT2/FMOD/MMP19/MMP14/COL3A1/LOXL2/LOX/CCN2/GAS6/FBLN2/TNXB/PHLDB1/LAMB3/TGFB1/COL12A1/CSGALNACT1/LAMB1/OLFML2A/SULF1/HMCN1/EFEMP2/QSOX1/ADAMTS9/ADAMTS2/TNFRSF11B/P3H4/MPZL3/ADAM8/RAMP2/COLQ/ADAMTS1/ADAMTS7/EMILIN1/NFKB2/VWA1/FKBP10/ENG/SLC2A10/LCP1/LAMB2/EXT1/ITGB1/RB1/LAMC1
